uniprot|disease_name|effect_text|disease_description
P07949||Various chromosomal aberrations involving RET are known. Some of them have been found in papillary thyroid carcinomas (PTCs) (PubMed:12787916, PubMed:2406025, PubMed:10980597, PubMed:10439047). Inversion inv(10)(q11.2;q21) generates the RET/CCDC6 (PTC1) oncogene (PubMed:2406025). Inversion inv(10)(q11.2;q11.2) generates the RET/NCOA4 (PTC3) oncogene. Translocation t(10;14)(q11;q32) with GOLGA5 generates the RET/GOLGA5 (PTC5) oncogene (PubMed:2734021). Translocation t(8;10)(p21.3;q11.2) with PCM1 generates the PCM1/RET fusion (PubMed:10980597). Translocation t(6;10)(p21.3;q11.2) with TRIM27/RFP generates the Delta RFP/RET oncogene (PubMed:12787916). Translocation t(1;10)(p13;q11) with TRIM33 generates the TRIM33/RET (PTC7) oncogene (PubMed:10439047). Translocation t(7;10)(q32;q11) with TRIM24/TIF1 generates the TRIM24/RET (PTC6) oncogene (PubMed:10439047). Translocation t(6;10)(p21.3;q11.2) with TRIM27/RFP generates the TRIM27/RET oncogene (PubMed:3037315).|
P07949||Mutations in RET have been detected in patients with renal agenesis suggesting a possible involvement of this gene in disease pathogenesis.|
P07949|Congenital central hypoventilation syndrome|The disease is caused by mutations affecting the gene represented in this entry.|Rare disorder characterized by abnormal control of respiration in the absence of neuromuscular or lung disease, or an identifiable brain stem lesion. A deficiency in autonomic control of respiration results in inadequate or negligible ventilatory and arousal responses to hypercapnia and hypoxemia.
P07949|Congenital central hypoventilation syndrome|The disease is caused by mutations affecting the gene represented in this entry.|Rare disorder characterized by abnormal control of respiration in the absence of neuromuscular or lung disease, or an identifiable brain stem lesion. A deficiency in autonomic control of respiration results in inadequate or negligible ventilatory and arousal responses to hypercapnia and hypoxemia.
P07949|Congenital central hypoventilation syndrome|The disease is caused by mutations affecting the gene represented in this entry.|Rare disorder characterized by abnormal control of respiration in the absence of neuromuscular or lung disease, or an identifiable brain stem lesion. A deficiency in autonomic control of respiration results in inadequate or negligible ventilatory and arousal responses to hypercapnia and hypoxemia.
Q01973|Deafness, autosomal recessive, 108|The disease is caused by mutations affecting the gene represented in this entry.|A form of non-syndromic sensorineural hearing loss. Sensorineural deafness results from damage to the neural receptors of the inner ear, the nerve pathways to the brain, or the area of the brain that receives sound information.
Q01974|Brachydactyly B1|The disease is caused by mutations affecting the gene represented in this entry.|A form of brachydactyly. Brachydactyly defines a group of inherited malformations characterized by shortening of the digits due to abnormal development of the phalanges and/or the metacarpals. In brachydactyly type B1 the middle phalanges are short but in addition the terminal phalanges are rudimentary or absent. Both fingers and toes are affected. The thumbs and big toes are usually deformed. Symphalangism is also a feature.
Q01974|Robinow syndrome autosomal recessive |The disease is caused by mutations affecting the gene represented in this entry.|A recessive form of Robinow syndrome, a disease characterized by short-limb dwarfism, costovertebral segmentation defects and abnormalities of the head, face and external genitalia. The clinical signs are generally far more severe in recessive cases, particularly skeletal abnormalities. All patients with the recessive form suffer from vertebral segmentation abnormalities, resulting in scoliosis and chest deformities. Rib fusions are considered to be characteristic of the autosomal recessive form. Patients can also present brachydactyly, with extensive aplasia/hypoplasia of the phalanges and metacarpals/metatarsals, and brachy-syn-polydactyly of the hands and oligodactyly of the feet.
Q01974|Robinow syndrome autosomal recessive |The disease is caused by mutations affecting the gene represented in this entry.|A recessive form of Robinow syndrome, a disease characterized by short-limb dwarfism, costovertebral segmentation defects and abnormalities of the head, face and external genitalia. The clinical signs are generally far more severe in recessive cases, particularly skeletal abnormalities. All patients with the recessive form suffer from vertebral segmentation abnormalities, resulting in scoliosis and chest deformities. Rib fusions are considered to be characteristic of the autosomal recessive form. Patients can also present brachydactyly, with extensive aplasia/hypoplasia of the phalanges and metacarpals/metatarsals, and brachy-syn-polydactyly of the hands and oligodactyly of the feet.
P08922||A chromosomal aberration involving ROS1 is found in a glioblastoma multiforme sample. An intra-chromosomal deletion del(6)(q21q21) is responsible for the formation of GOPC-ROS1 chimeric protein which is localized to the Golgi and has a constitutive receptor tyrosine kinase activity. A SLC34A2-ROS1 chimeric protein produced in non-small cell lung cancer cells also retains a constitutive kinase activity. A third type of chimeric protein CD74-ROS1 was also identified in those cells.|
P12931||SRC kinase activity has been shown to be increased in several tumor tissues and tumor cell lines such as colon carcinoma cells.|
P12931|Thrombocytopenia 6 |The disease is caused by mutations affecting the gene represented in this entry.|A form of thrombocytopenia, a hematologic disorder defined by a decrease in the number of platelets in circulating blood, resulting in the potential for increased bleeding and decreased ability for clotting. THC6 is an autosomal dominant form. Affected individuals may also have bone abnormalities and an increased risk for myelofibrosis.
Q02763|Dominantly inherited venous malformations|The disease is caused by mutations affecting the gene represented in this entry.|An error of vascular morphogenesis characterized by dilated, serpiginous channels.
Q02763|Dominantly inherited venous malformations|The disease is caused by mutations affecting the gene represented in this entry.|An error of vascular morphogenesis characterized by dilated, serpiginous channels.
Q02763|Dominantly inherited venous malformations|The disease is caused by mutations affecting the gene represented in this entry.|An error of vascular morphogenesis characterized by dilated, serpiginous channels.
Q02763|Dominantly inherited venous malformations|The disease is caused by mutations affecting the gene represented in this entry.|An error of vascular morphogenesis characterized by dilated, serpiginous channels.
Q02763||Somatic mutations of TEK are associated with solitary and multiple sporadic venous malformations.|
Q02763||May play a role in a range of diseases with a vascular component, including neovascularization of tumors, psoriasis and inflammation.|
Q02763|Glaucoma 3, primary congenital, E|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant form of primary congenital glaucoma (PCG). PCG is characterized by marked increase of intraocular pressure at birth or early childhood, large ocular globes (buphthalmos) and corneal edema. It results from developmental defects of the trabecular meshwork and anterior chamber angle of the eye that prevent adequate drainage of aqueous humor.
